Park Name,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non Recreation Visits,Recreation Hours,Non Recreation Hours,Concessioner Lodging,Concessioner Camping,Tent Campers,RV Campers,Backcountry,Non Recreation Overnight Stays,Miscellaneous Overnight Stays
Arches NP,ARCH,National Park,Intermountain ,UT,2024,8,143726,693,989693,693,0,0,1584,3296,5,0,1355
Arches NP,ARCH,National Park,Intermountain ,UT,2024,9,148366,1356,976340,1356,0,0,1192,2352,9,0,890
Arches NP,ARCH,National Park,Intermountain ,UT,2024,10,135716,790,918246,790,0,0,1562,2877,8,0,739
Arches NP,ARCH,National Park,Intermountain ,UT,2024,11,78397,180,515807,180,0,0,677,1570,3,0,11
Arches NP,ARCH,National Park,Intermountain ,UT,2024,12,48845,94,310226,94,0,0,276,598,1,0,4
Arches NP,ARCH,National Park,Intermountain ,UT,2025,1,31870,73,205878,73,0,0,252,485,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2025,2,51541,97,336401,97,0,0,325,948,3,0,79
Arches NP,ARCH,National Park,Intermountain ,UT,2025,3,152554,406,1037122,406,0,0,1817,3297,15,0,825
Arches NP,ARCH,National Park,Intermountain ,UT,2025,4,162090,1237,1080481,1237,0,0,1571,2783,16,0,988
Arches NP,ARCH,National Park,Intermountain ,UT,2025,5,193448,1729,1259411,1729,0,0,1697,2300,19,0,1018
Arches NP,ARCH,National Park,Intermountain ,UT,2025,6,175660,1176,1166846,1176,0,0,2114,2485,11,0,996
Arches NP,ARCH,National Park,Intermountain ,UT,2025,7,158207,691,1068662,691,0,0,2005,3137,3,0,716
Arches NP,ARCH,National Park,Intermountain ,UT,2025,8,150262,744,1005157,744,0,0,2019,2582,11,0,495
Arches NP,ARCH,National Park,Intermountain ,UT,2025,9,142337,1908,947246,1908,0,0,1406,2459,6,0,877
Arches NP,ARCH,National Park,Intermountain ,UT,2025,10,158262,756,1058114,756,0,0,1782,2573,4,0,1125
Arches NP,ARCH,National Park,Intermountain ,UT,2025,11,84413,209,563727,209,0,0,883,1922,4,0,14
Arches NP,ARCH,National Park,Intermountain ,UT,2025,12,51096,79,327326,79,0,0,276,773,2,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,1,10414,2979,40887,2979,0,11,0,11,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,2,10942,1978,43042,1978,0,4,11,8,8,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,3,21924,2482,88122,2482,0,129,0,0,89,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,4,27193,3070,118886,3070,174,673,30,46,123,0,24
Badlands NP,BADL,National Park,Midwest ,SD,2015,5,68239,6296,347321,6296,1274,4906,338,80,168,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,6,191593,8836,908207,8836,1865,10233,790,220,278,0,29
Badlands NP,BADL,National Park,Midwest ,SD,2015,7,245400,10198,1132380,10198,2094,10777,1417,42,211,0,69
Badlands NP,BADL,National Park,Midwest ,SD,2015,8,231866,10898,1075568,10898,1949,10556,1288,198,233,0,50
Badlands NP,BADL,National Park,Midwest ,SD,2015,9,117724,7330,491275,7330,1563,277,483,129,186,0,41
Badlands NP,BADL,National Park,Midwest ,SD,2015,10,34498,5134,167493,5134,555,1828,190,76,95,0,2
Badlands NP,BADL,National Park,Midwest ,SD,2015,11,16771,3616,67774,3616,0,42,80,46,30,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2015,12,12790,3094,50259,3094,0,8,0,0,24,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2016,1,10826,2816,42247,2816,0,0,0,0,0,0,2
Badlands NP,BADL,National Park,Midwest ,SD,2016,2,10921,3268,43159,3268,0,0,30,0,14,0,3
Badlands NP,BADL,National Park,Midwest ,SD,2016,3,20501,3940,85533,3940,0,0,350,30,51,0,34
Badlands NP,BADL,National Park,Midwest ,SD,2016,4,22812,5001,103966,5001,169,737,255,34,55,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2016,5,78863,7222,401073,7222,1203,5552,840,42,143,0,13
Badlands NP,BADL,National Park,Midwest ,SD,2016,6,196209,9220,921935,9220,2013,8854,1706,251,192,0,44
Badlands NP,BADL,National Park,Midwest ,SD,2016,7,249194,10110,1148854,10110,2298,10385,1607,228,169,0,62
Badlands NP,BADL,National Park,Midwest ,SD,2016,8,217071,9332,1020238,9332,2082,10127,1550,334,353,0,25
Badlands NP,BADL,National Park,Midwest ,SD,2016,9,129350,7568,662208,7568,1523,9850,939,475,326,0,33
Badlands NP,BADL,National Park,Midwest ,SD,2016,10,33380,5348,165433,5348,587,1611,475,106,93,0,65
Badlands NP,BADL,National Park,Midwest ,SD,2016,11,17970,3622,72885,3622,0,0,182,0,14,0,37
Badlands NP,BADL,National Park,Midwest ,SD,2016,12,9166,3274,35928,3274,0,15,0,0,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,1,10380,3136,40784,3136,0,15,6,0,4,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,2,11149,2772,43636,2772,0,0,5,0,7,0,1
Badlands NP,BADL,National Park,Midwest ,SD,2017,3,21498,3932,86669,3932,0,122,25,0,89,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,4,23166,4592,108203,4592,189,931,73,53,242,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,5,85967,6834,449170,6834,1135,7057,704,162,386,0,48
Badlands NP,BADL,National Park,Midwest ,SD,2017,6,213966,8738,1018084,8738,2029,10822,1749,170,439,0,92
Badlands NP,BADL,National Park,Midwest ,SD,2017,7,263506,9216,1213503,9216,2216,11689,1039,158,285,0,99
Badlands NP,BADL,National Park,Midwest ,SD,2017,8,237125,9160,1088328,9160,1938,9910,767,177,738,0,98
Badlands NP,BADL,National Park,Midwest ,SD,2017,9,127598,7302,590943,7302,1370,5818,380,96,112,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,10,33426,5631,162861,5631,769,1664,155,35,85,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,11,16807,3942,67778,3942,0,118,23,7,38,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2017,12,9737,2204,38266,2204,0,11,4,1,8,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,1,10610,2738,41537,2738,0,2,2,4,5,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,2,9456,3018,37045,3018,0,3,4,0,7,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,3,16616,3466,66902,3466,0,13,29,4,129,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,4,21343,4564,90605,4564,125,296,42,31,120,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,5,84527,13708,375688,13708,1067,1745,358,139,527,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,6,208645,28446,884408,28446,1937,2810,516,158,470,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,7,263863,9465,1110090,9465,2163,2958,818,161,652,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,8,217350,9222,920577,9222,1965,2881,603,101,526,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,9,116826,18316,514649,18316,1517,2505,411,148,338,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,10,33527,7198,148961,7198,601,612,133,30,141,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,11,16442,2764,64329,2764,0,5,4,2,6,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2018,12,9737,2204,38034,2204,0,0,0,0,5,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,1,8981,2066,35049,2066,0,0,0,0,2,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,2,8059,1976,31431,1976,0,0,0,0,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,3,16517,2486,64646,2486,0,8,7,2,2,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,4,25083,3070,102577,3070,107,155,56,12,66,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,5,71885,6280,314923,6280,813,1306,277,77,408,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,6,201516,7780,869840,7780,1375,4118,755,166,580,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,7,250898,8230,1086274,8230,1642,5740,868,221,510,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,8,207743,8530,905202,8530,1401,4865,1014,181,456,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,9,118262,6806,516805,6806,1003,2707,398,196,328,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,10,37727,4030,170714,4030,751,911,107,67,129,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,11,15450,2530,60555,2530,0,8,5,7,5,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,12,8877,2200,34777,2200,0,2,3,1,7,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,1,10145,2066,39577,2066,0,0,0,0,1,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,2,9979,1976,39171,1976,0,0,3,1,17,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,3,17183,2486,68502,2486,0,0,37,3,84,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,4,17290,3070,74929,3070,20,375,71,17,142,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,5,55637,6280,257280,6280,641,1667,395,49,606,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,6,167784,7780,725614,7780,1919,2358,773,122,766,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,7,238875,8230,1003384,8230,1745,2442,766,122,906,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,8,220523,8530,924852,8530,1294,2407,771,99,830,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,9,109186,6806,485695,6806,964,2394,687,147,797,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,10,40508,4030,190680,4030,741,1419,167,107,291,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,11,18926,2530,75901,2530,0,34,59,19,62,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,12,10896,2200,42962,2200,0,13,10,4,12,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,1,14899,2066,58551,2066,0,12,12,2,11,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,2,11350,1976,44395,1976,0,2,4,0,5,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,3,28182,2486,112251,2486,0,50,25,17,103,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,4,42749,3070,185344,3070,239,914,128,46,225,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,5,109764,6280,490731,6280,1543,2601,365,79,633,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,6,256041,7780,1075480,7780,2002,2844,750,137,677,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,7,288004,8230,1202236,8230,2191,2930,693,96,675,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,8,236282,8530,989876,8530,1936,2912,290,26,534,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,9,138477,6806,609072,6806,1521,2803,757,215,455,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,10,66941,4030,298175,4030,1236,1510,155,47,144,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,11,23432,2530,92898,2530,0,28,13,23,62,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,12,8105,2200,31765,2200,0,1,2,0,10,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,1,12671,2066,49452,2066,0,1,0,0,2,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,2,12866,1976,50299,1976,0,1,4,4,1,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,3,25276,2486,100243,2486,0,33,47,11,48,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,4,34943,3070,145842,3070,237,436,34,44,46,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,5,98542,6280,439333,6280,1574,2237,328,104,342,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,6,204969,7780,870887,7780,1944,2817,529,129,540,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,7,224054,8230,945931,8230,2132,2705,791,53,329,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,8,184816,8530,790514,8530,1863,2889,535,72,452,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,9,121571,6806,533861,6806,1506,2758,352,94,268,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,10,61115,4030,269093,4030,1119,1052,60,77,254,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,11,19720,2530,77737,2530,0,0,30,2,37,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,12,6266,2200,24439,2200,0,0,0,0,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,1,10925,2066,42715,2066,0,0,5,0,4,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,2,11426,1976,44611,1976,0,0,4,0,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,3,22390,2486,87695,2486,0,0,16,2,13,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,4,30572,3070,127967,3070,214,359,39,30,86,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,5,99117,6280,438577,6280,1598,2029,302,127,279,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,6,198393,7780,827877,7780,2038,1372,640,192,270,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,7,248304,8230,1040746,8230,2160,2403,1078,147,242,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,8,202433,8530,851949,8530,2118,2110,569,140,268,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,9,142610,6806,613562,6806,1601,2397,476,184,124,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,10,53066,4030,236143,4030,1112,1064,83,74,99,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,11,16467,2530,65085,2530,0,0,40,10,22,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,12,10697,2200,42008,2200,0,0,10,4,10,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,1,8549,2066,33400,2066,0,0,5,0,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,2,10397,1976,40800,1976,0,0,5,0,16,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,3,25776,2486,101270,2486,0,0,24,9,29,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,4,37328,3070,158778,3070,377,431,110,99,83,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,5,109385,6280,530198,6280,1773,5866,534,167,293,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,6,218729,7780,986183,7780,2031,7807,801,217,239,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,7,234886,8230,986903,8230,2227,2589,643,133,312,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,8,199919,8530,842528,8530,1948,2515,474,66,234,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,9,139875,6806,601851,6806,1594,2452,350,143,156,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,10,71915,4030,311622,4030,1125,1157,188,71,55,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,11,22887,2530,89980,2530,0,16,17,11,16,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2024,12,14599,2200,57297,2200,0,11,5,6,8,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,1,9962,2066,39021,2066,0,5,1,2,6,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,2,10111,1976,39482,1976,0,3,0,1,0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,3,26683,2486,106666,2486,0,69,35,28,85,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,4,46381,3070,194687,3070,520,388,123,41,78,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,5,125814,6280,587994,6280,1697,5459,471,138,345,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,6,221824,7780,984742,7780,2093,6817,717,128,214,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,7,232859,8230,1030682,8230,1980,7106,727,150,248,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,8,214978,8530,944362,8530,1832,6137,519,159,182,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,9,143478,6806,638091,6806,977,5058,220,144,145,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,10,75430,4030,333310,4030,1067,1918,104,36,136,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,11,18790,2530,73999,2530,0,0,20,14,26,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2025,12,13051,2200,50972,2200,0,0,5,0,1,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,1,30297,197,788918,197,3775,1132,5615,2901,2015,0,2285
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,2,39199,197,930568,197,4181,1207,3116,5156,2184,0,3330
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,3,68292,197,1565155,197,4648,1442,6632,3738,8606,0,6003
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,4,43927,197,1176418,197,4500,1395,8278,4555,2960,0,5366
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,5,30707,197,738319,197,4336,340,5373,1032,2185,0,2144
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,6,16697,197,475265,197,4523,455,3896,441,886,0,1253
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,7,22887,197,501010,197,4215,353,3175,222,805,0,662
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,8,17562,197,392021,197,3847,193,2418,113,754,0,228
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,9,16678,197,408407,197,3847,193,2548,249,1134,0,707
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,10,23237,197,649574,197,4121,886,4421,984,2624,0,2411
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,11,42687,197,1090816,197,4318,1149,6620,2623,3730,0,5667
Big Bend NP,BIBE,National Park,Intermountain ,TX,2015,12,29577,197,788173,197,4436,898,1871,2406,4552,0,3889
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,1,36716,197,987386,197,4429,1297,5075,3755,3674,0,4553
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,2,44176,197,1137932,197,4196,1381,5142,6425,3803,0,4379
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,3,54642,197,1649908,197,5040,1613,11453,4891,10241,0,8187
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,4,37280,197,1061130,197,4147,1427,8879,3786,3282,0,4053
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,5,40935,197,905244,197,4317,1227,5587,838,2409,0,2873
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,6,18630,197,506926,197,4059,631,3824,301,1755,0,1237
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,7,16165,197,408367,197,4053,214,3136,160,1059,0,311
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,8,16144,197,363604,197,3226,180,2417,269,751,0,235
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,9,18406,197,439084,197,3840,517,1306,319,1805,0,1305
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,10,26806,197,677207,197,4321,1164,2350,637,2918,0,3424
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,11,45443,197,1196170,197,4580,1425,8399,2945,4428,0,5342
Big Bend NP,BIBE,National Park,Intermountain ,TX,2016,12,32947,197,945563,197,2072,578,7025,3059,5668,0,4523
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,1,35105,197,1039001,197,2095,668,6785,6226,4717,0,5248
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,2,41670,197,1093876,197,1965,638,5481,7268,4051,0,5340
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,3,74735,197,1874605,197,4946,1671,9325,6005,10548,0,8246
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,4,49609,197,1192807,197,4184,1391,7732,3511,3351,0,4727
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,5,37045,197,819926,197,3999,344,5620,810,2073,0,2795
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,6,23500,197,514892,197,4281,114,2789,401,984,0,1135
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,7,20599,197,451304,197,3277,94,2895,868,826,0,545
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,8,16382,197,372985,197,3036,48,2640,336,722,0,568
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,9,19734,197,466902,197,3420,85,2955,398,1845,0,884
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,10,35094,197,825124,197,4164,380,4415,648,3807,0,3419
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,11,45739,197,1243234,197,4512,1419,7992,3474,4896,0,6639
Big Bend NP,BIBE,National Park,Intermountain ,TX,2017,12,41064,197,1110792,197,4606,1352,6817,3584,4735,0,4657
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,1,33434,197,971837,197,4449,1420,5045,6263,3402,0,3197
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,2,42670,197,1109755,197,3959,1368,4646,6901,2806,0,5225
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,3,75897,197,1793627,197,4941,1572,10088,6157,5883,0,8145
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,4,48454,197,1177873,197,4039,1451,8089,4925,1917,0,4430
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,5,35993,197,764383,197,4411,1187,4635,902,998,0,1720
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,6,20335,197,445138,197,3762,518,2682,323,337,0,758
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,7,19416,197,402210,197,3080,427,2196,312,446,0,590
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,8,16895,197,349097,197,2647,276,2239,88,378,0,470
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,9,21625,197,464407,197,3331,703,2359,376,687,0,1082
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,10,35547,197,786445,197,4279,1325,4008,655,1646,0,3082
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,11,46998,197,1140403,197,4440,1379,6238,3091,3597,0,5273
Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,12,42827,197,948398,197,4727,1434,3638,3216,1761,0,3327
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,1,29318,197,524564,197,4440,1379,159,403,422,0,395
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,2,43129,197,1042717,197,4068,1222,4304,5172,2587,0,4529
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,3,83826,197,1860025,197,5193,1543,9319,6184,5987,0,7362
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,4,49312,197,1217304,197,4180,1271,8628,4572,2317,0,5097
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,5,37411,197,807515,197,4586,1185,4672,874,1136,0,2488
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,6,21228,197,492072,197,4005,602,3302,347,324,0,1309
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,7,21747,197,443126,197,3260,532,2645,239,345,0,569
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,8,17238,197,360858,197,2558,305,2414,316,325,0,499
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,9,21246,197,455016,197,3445,569,2464,539,631,0,688
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,10,42724,197,835444,197,4236,1256,2038,1031,1986,0,2901
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,11,50688,197,1285708,197,4529,1320,7936,4265,3980,0,6197
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,12,45965,197,1172004,197,4727,1434,6521,4903,3280,0,4986
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,1,43740,197,1191893,197,4635,1299,6561,7850,2992,0,4455
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,2,50584,197,1238879,197,4218,1270,4179,8648,2938,0,5075
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,3,61413,197,1334680,197,3897,1182,6247,3940,4346,0,5293
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,4,0,197,0,197,0,0,0,0,0,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,5,0,197,0,197,0,0,0,0,0,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,6,26735,197,366277,197,0,0,1654,240,0,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,7,0,197,0,197,0,0,0,0,0,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,8,10860,197,130326,197,0,0,0,0,0,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,9,26515,197,354872,197,0,0,1129,346,54,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,10,51231,197,852185,197,821,468,2944,468,5191,0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,11,62515,197,1166992,197,937,260,4636,2354,8211,0,969
Big Bend NP,BIBE,National Park,Intermountain ,TX,2020,12,60314,197,1148954,197,1026,387,4847,3106,4487,0,3863
